date,n,daily_acc,rolling_acc,rolling_f1
2026-03-16,25,0.8,0.6152380952380953,0.4447547812897452
2026-03-17,25,0.6,0.6228571428571429,0.4437305137150054
2026-03-18,25,0.88,0.6476190476190476,0.4472245749460059
2026-03-19,25,0.64,0.6514285714285715,0.4415300932934522
2026-03-20,25,0.8,0.660952380952381,0.4452430579414706
2026-03-23,25,0.88,0.6895238095238094,0.4379137658312004
2026-03-24,25,0.84,0.7142857142857143,0.43013995869322974
2026-03-25,25,0.68,0.7314285714285715,0.41038958921087393
2026-03-27,25,0.8,0.7390476190476191,0.4124762340810791
2026-03-30,25,0.8,0.76,0.41481603105629805
2026-04-01,25,1.0,0.7904761904761903,0.37424803122422645
2026-04-02,25,0.92,0.8,0.38657794500185805
2026-04-06,25,0.8,0.8,0.350778841532309
2026-04-07,25,0.8,0.7980952380952382,0.3336184661680431
2026-04-08,25,0.52,0.7923809523809524,0.32345869042698
2026-04-09,25,0.48,0.7714285714285714,0.30160743321718936
2026-04-10,25,0.56,0.7638095238095237,0.2998834498834499
2026-04-13,25,0.48,0.7542857142857143,0.30599266170102785
2026-04-15,25,0.6,0.7485714285714286,0.31563492063492066
2026-04-16,25,0.6,0.7333333333333334,0.33348348348348344
2026-04-17,25,0.52,0.7142857142857143,0.3376910445875963
2026-04-20,25,0.4,0.6952380952380952,0.3443926685305996
2026-04-21,25,0.4,0.6857142857142857,0.3437911789783738
2026-04-22,25,0.44,0.6647619047619047,0.3432229205540205
2026-04-23,25,0.56,0.660952380952381,0.3391950766230996
2026-04-24,25,0.52,0.6476190476190476,0.3337209302325581
2026-04-27,25,0.56,0.6323809523809525,0.3320899024024024
2026-04-28,25,0.64,0.622857142857143,0.3340744008742867
2026-04-29,25,0.72,0.6247619047619047,0.3312156082293607
2026-04-30,25,0.0,0.5866666666666667,0.32685536685536687
2026-05-04,25,0.6,0.5771428571428572,0.32541885836742646
2026-05-05,25,0.6,0.5580952380952381,0.3337643197562706
2026-05-06,25,0.56,0.540952380952381,0.34692110829215617
2026-05-07,25,0.48,0.5257142857142857,0.3638439812095651
2026-05-08,25,0.56,0.5142857142857143,0.36643842722274095
2026-05-11,25,0.6,0.5180952380952382,0.36404042064969905
2026-05-12,25,0.68,0.5276190476190477,0.3628311556794988
2026-05-13,25,0.68,0.5333333333333333,0.3568779913741154
2026-05-14,25,0.52,0.5352380952380953,0.3508463265182309
2026-05-15,25,0.6,0.5352380952380953,0.3514905297164684
2026-05-18,25,0.4,0.5257142857142858,0.3443539124804332
2026-05-19,25,0.32,0.5161904761904763,0.33933727001793673
2026-05-20,25,0.28,0.5104761904761905,0.33728796358032853
2026-05-21,25,0.32,0.5066666666666667,0.3365833174739788
2026-05-22,25,0.2,0.49523809523809526,0.3367413006132518
2026-05-25,25,0.52,0.4933333333333333,0.3584177084752067
2026-05-26,25,0.48,0.49142857142857144,0.36858836686490193
2026-05-27,25,0.16,0.4723809523809524,0.36656053056622667
2026-05-29,25,0.84,0.4819047619047619,0.3654327122153209
2026-06-01,25,0.72,0.48190476190476195,0.3685131885061648
2026-06-02,25,0.6,0.5104761904761905,0.3728657184251807
2026-06-03,25,0.28,0.49523809523809526,0.36751641901761833
2026-06-04,25,0.36,0.4838095238095238,0.36666882539640366
2026-06-05,25,0.32,0.47238095238095246,0.36726872331525656
2026-06-08,25,0.56,0.47619047619047616,0.37023951910176195
2026-06-09,25,0.24,0.46095238095238095,0.36247958710579214
2026-06-10,25,0.52,0.4571428571428572,0.36363997999636294
2026-06-11,25,0.6,0.4533333333333334,0.3823804777131872
2026-06-12,25,0.4,0.43999999999999995,0.3807617318153011
2026-06-15,25,0.24,0.42666666666666664,0.37982369038953606
2026-06-16,25,0.64,0.42857142857142855,0.40242329232209295
2026-06-17,25,0.36,0.42666666666666664,0.4025386915353663
2026-06-18,25,0.32,0.42666666666666664,0.39849896224064857
2026-06-19,25,0.24,0.4247619047619048,0.39181735472012863
2026-06-22,25,0.24,0.42095238095238097,0.3871894006690561
2026-06-23,25,0.52,0.4361904761904762,0.3861371817554491
2026-06-24,25,0.4,0.4304761904761905,0.38076372757544125
2026-06-25,25,0.12,0.41333333333333333,0.37259365710425274
2026-06-29,25,0.32,0.42095238095238097,0.36918238825144883
2026-06-30,25,0.24,0.3923809523809524,0.36726768177483454
2026-07-01,25,0.4,0.3771428571428571,0.3725314084976982
2026-07-02,25,0.64,0.3790476190476191,0.38945386806349375
2026-07-03,25,0.4,0.38476190476190475,0.39918062561777107
2026-07-06,25,0.36,0.38476190476190475,0.3946000250872588
2026-07-07,25,0.2,0.3790476190476191,0.3828300386435241
2026-07-08,25,0.56,0.379047619047619,0.3920710630764699
2026-07-09,25,0.2,0.37714285714285717,0.38427505159599
2026-07-10,25,0.4,0.37142857142857144,0.376952150474352
2026-07-13,25,0.36,0.36000000000000004,0.3694785256659893
